customer_number,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS
5562,5.44,0.00,6.30,77.38,0.00,0.00,183.54,92.94,170.64,218.85,38.09,12.00,26.23,0.00,0.00,2.23,2.59,6.90,0.64,1.12
5578,23.23,0.00,8.88,50.40,0.00,0.00,103.57,3.09,48.11,26.58,10.27,0.00,7.45,10.00,1.10,19.11,3.39,0.00,63.28,8.77
5580,10.41,32.00,199.70,225.05,0.00,0.00,2.85,37.35,190.37,147.75,93.14,0.00,40.93,2.50,6.81,40.36,5.95,11.80,0.00,0.00
5593,16.55,0.00,91.31,115.28,0.00,0.00,10.20,0.85,41.90,40.12,42.63,0.00,5.78,3.05,0.00,7.39,0.00,2.20,60.02,9.71
5596,35.90,20.00,144.11,127.79,0.00,0.00,432.34,41.42,39.03,54.14,33.79,4.00,41.17,14.81,0.00,56.28,4.82,55.87,31.31,1.34
5601,12.43,55.00,76.70,23.48,0.00,0.00,10.20,7.65,11.68,10.76,23.96,12.00,4.76,14.63,3.40,0.00,0.00,32.29,76.46,3.56
5615,4.63,5.00,12.63,43.42,0.00,0.00,140.01,2.25,45.30,26.70,24.89,0.00,26.49,2.13,19.57,10.28,0.00,5.94,19.85,0.27
5622,5.76,0.00,225.66,33.92,0.00,0.00,70.71,8.06,51.45,20.87,8.18,24.00,35.49,1.05,0.00,0.00,0.89,2.81,218.06,0.00
5625,24.98,10.00,115.91,137.58,0.00,0.00,24.49,24.24,68.24,137.44,24.98,12.00,7.48,8.61,0.00,71.93,8.48,33.26,1.87,5.45
5630,3.67,0.00,41.84,26.00,0.00,0.00,176.19,26.16,32.26,22.02,8.58,0.00,42.18,0.00,0.00,42.33,0.00,0.00,52.57,0.00
5631,38.44,25.00,54.77,117.98,0.00,0.00,4.40,17.23,11.65,49.78,13.57,3.00,38.29,7.19,0.00,12.55,0.00,5.10,1106.79,8.13
5635,8.37,0.00,9.10,14.64,0.00,0.00,25.09,4.07,34.87,25.00,7.97,69.50,15.84,3.50,0.00,8.35,0.00,0.00,0.00,2.08
5636,29.94,0.00,114.51,174.21,0.00,0.00,56.49,12.61,32.19,93.28,68.16,0.00,11.67,15.74,0.00,25.06,1.27,41.02,18.30,2.48
5641,18.20,236.00,40.65,100.55,0.00,0.00,50.37,1.25,4.92,50.58,21.87,70.00,10.50,11.99,0.00,21.45,1.02,28.65,312.92,16.24
5642,6.90,0.00,6.42,2.59,0.00,0.00,0.00,10.74,17.21,3.41,6.45,0.00,12.46,7.50,0.00,0.00,0.00,0.00,154.68,3.52
5647,162.10,80.00,72.10,143.59,0.00,0.00,80.33,11.64,77.57,19.72,14.07,222.00,5.97,12.80,0.00,6.59,0.00,64.45,0.00,3.36
5664,30.47,0.00,264.46,133.58,32.36,94.44,15.30,126.80,177.71,101.66,201.23,0.00,188.26,41.59,0.00,17.04,30.29,207.31,14.44,14.60
5665,7.11,0.00,18.92,41.88,0.00,1.09,66.47,12.00,15.17,56.80,9.56,6.00,15.32,1.20,0.00,9.37,8.52,1.50,3.94,28.51
5667,9.53,20.00,43.97,37.64,21.60,0.00,30.55,10.18,66.25,43.55,61.80,0.00,1.19,3.35,0.00,1.98,0.67,4.38,10.91,2.37
5676,33.48,10.00,192.02,97.07,0.00,0.00,51.86,4.01,132.23,82.30,58.52,0.00,13.00,18.62,1.90,11.36,0.00,20.41,0.00,5.66
5679,1.79,20.00,39.30,45.27,0.00,0.00,27.61,14.25,0.89,48.55,16.03,1.50,9.38,0.55,0.00,4.00,4.25,11.72,11.00,0.00
5696,23.22,0.00,65.17,217.57,0.00,0.00,16.75,17.32,36.11,151.96,91.23,0.00,60.47,13.92,0.00,80.19,13.05,11.73,800.65,19.11
5702,12.43,20.00,36.79,10.88,0.00,0.00,210.71,7.70,5.42,20.89,22.80,0.00,19.05,0.90,0.00,15.24,0.00,23.55,30.55,1.87
5703,16.73,5.00,78.18,116.49,0.00,0.00,418.41,26.21,129.27,132.77,26.90,3.00,76.12,18.29,0.00,17.74,5.83,8.58,35.12,11.78
5704,53.65,40.00,165.97,238.07,0.00,0.00,105.20,127.45,265.50,199.71,36.58,0.00,30.45,3.34,1.69,227.65,19.30,21.99,126.00,19.72
5706,1.50,0.00,44.32,107.74,0.00,0.00,40.44,22.82,46.81,9.12,36.93,0.00,28.27,6.50,0.00,13.59,0.00,2.80,11.88,16.48
5709,0.47,83.00,13.65,69.80,0.00,0.00,107.89,2.00,67.82,89.84,41.40,0.00,48.71,0.90,0.00,52.50,0.00,2.99,19.47,2.18
5722,32.70,50.00,33.43,167.08,0.00,0.00,123.62,30.76,172.33,54.21,15.13,27.00,128.70,15.14,0.00,46.46,0.00,6.19,113.10,1.44
5730,30.00,10.00,248.51,91.44,0.00,0.00,13.70,18.90,66.46,68.26,54.03,0.00,6.94,2.35,0.00,14.33,5.91,2.60,2.36,2.55
5731,22.50,332.00,73.85,60.54,0.00,0.00,0.00,1.99,18.27,23.72,3.20,0.00,36.13,9.93,4.58,3.49,0.00,0.84,3.84,0.00
5754,3.23,0.00,8.61,16.37,0.00,0.00,154.61,0.00,8.23,8.41,50.65,25.00,2.79,0.00,2.29,0.00,0.84,0.00,83.95,0.00
5764,49.70,10.00,206.52,336.69,0.00,0.00,98.32,13.84,37.51,128.23,43.10,17.00,14.25,8.37,0.00,42.86,0.00,0.65,33.37,45.31
5765,9.01,10.00,27.93,126.65,0.00,0.00,1.27,9.60,32.48,40.05,12.21,0.00,0.00,8.20,0.00,11.60,0.00,3.67,101.61,1.04
5785,3.56,20.00,31.09,78.33,0.00,0.00,37.69,12.51,33.50,42.33,18.96,0.00,17.39,0.00,1.61,7.93,0.00,1.50,15.50,0.00
5799,14.27,30.00,32.49,20.13,0.00,0.00,33.21,19.73,2.10,23.89,11.19,11.00,12.98,0.73,0.00,0.41,0.89,0.98,21.25,2.24
5802,31.09,186.00,158.04,34.97,0.00,0.00,78.95,10.58,42.37,10.74,1.82,0.00,9.00,9.99,0.00,4.18,3.98,5.71,19.10,0.82
5806,6.13,50.00,69.06,57.35,0.00,0.00,10.04,33.41,128.61,31.12,52.89,0.00,10.72,45.93,1.27,11.98,17.47,4.48,0.00,0.00
5817,14.77,102.00,55.59,89.47,0.00,0.00,29.15,8.73,56.65,108.13,42.55,0.00,14.55,1.34,0.84,5.51,0.00,11.57,32.30,2.24
5831,12.90,0.00,38.05,48.79,0.00,0.00,52.84,5.91,122.43,164.81,26.91,0.00,75.68,2.23,0.00,35.30,0.00,1.06,13.96,8.41
5832,0.00,0.00,15.67,24.89,0.00,0.00,106.76,2.12,29.03,11.70,1.68,0.00,2.89,13.08,0.00,1.29,0.00,3.06,34.62,1.19
5852,31.39,609.67,39.03,151.98,0.00,0.00,172.88,42.75,218.98,267.14,97.60,62.50,140.59,37.22,6.80,12.13,39.66,24.75,36.29,14.59
5858,2.18,0.00,16.75,177.40,0.00,0.00,0.00,134.71,15.57,19.21,156.33,0.00,4.48,0.00,0.00,1.06,2.52,1.65,0.00,0.00
5860,38.37,65.00,24.90,55.07,0.00,0.00,421.91,21.23,80.03,24.49,49.65,0.00,21.94,16.22,0.00,9.00,2.29,4.11,179.60,0.00
5864,22.33,180.00,76.95,196.34,0.00,0.00,111.52,0.00,12.71,30.95,21.79,125.00,3.58,4.75,0.00,32.30,1.35,17.80,337.95,0.00
5868,4.96,10.00,7.40,22.50,0.00,0.00,10.86,14.36,54.11,38.16,1.94,0.00,12.08,1.30,0.00,10.91,0.00,11.05,0.00,2.10
5869,0.00,0.00,16.90,0.00,0.00,0.00,5.95,0.00,13.01,1.56,1.01,1.00,0.00,3.30,0.00,0.00,0.00,0.35,91.27,0.00
5871,7.24,20.00,49.90,39.66,5.13,0.00,0.00,4.42,18.36,3.42,51.59,0.00,1.59,1.46,2.98,5.25,1.27,39.77,9.53,3.37
5878,9.94,0.00,276.52,97.75,0.00,0.00,0.00,11.06,188.32,116.82,22.33,6.00,38.15,7.85,0.00,31.77,0.00,71.65,5.11,2.17
5888,7.01,0.00,35.19,74.29,0.00,0.00,233.74,14.58,72.36,42.68,30.62,0.00,23.37,0.00,0.00,33.21,0.00,23.31,68.28,0.63
5901,3.26,0.00,71.71,40.10,0.00,0.00,62.38,14.51,46.90,14.42,29.60,0.00,48.67,17.88,0.00,5.00,15.27,14.18,0.00,1.66
5903,22.42,10.00,72.22,93.29,0.00,0.00,113.62,13.92,90.07,45.49,21.84,0.00,28.07,16.14,0.00,9.90,0.00,3.24,72.87,0.00
5908,17.12,20.00,336.39,50.91,0.00,0.00,3.19,25.47,42.90,40.26,19.87,0.00,23.95,6.00,17.00,7.16,0.42,19.81,0.00,4.36
5920,7.42,0.00,118.63,71.13,0.00,0.00,53.13,52.69,109.39,37.17,23.78,0.00,20.15,7.40,0.00,27.57,0.00,113.53,60.53,14.04
5927,7.69,0.00,27.20,47.81,0.00,0.00,80.31,1.00,18.20,31.43,99.17,1.00,17.91,3.85,0.00,17.80,2.55,21.55,0.00,1.12
5936,21.56,30.00,95.52,152.59,0.00,0.00,0.00,4.64,43.38,32.08,5.90,0.00,19.29,2.25,0.00,9.55,0.84,31.48,0.00,0.98
5942,7.39,0.00,21.31,9.09,0.00,0.00,95.67,14.43,16.41,32.89,37.66,0.00,34.21,0.00,0.00,11.77,0.00,3.14,50.73,0.89
5943,10.73,0.00,47.69,12.81,0.00,0.00,32.08,4.69,61.54,44.88,1.68,1.00,3.18,3.40,0.00,14.78,0.00,10.78,30.31,0.69
5944,8.06,31.00,92.37,72.57,0.00,0.00,9.59,26.73,19.05,56.73,54.32,0.00,9.00,8.94,0.00,15.33,0.00,11.40,64.99,67.51
5948,7.17,12.00,30.28,44.10,0.00,0.00,2.55,8.54,81.77,31.68,8.54,47.00,19.70,1.20,0.00,1.04,5.39,8.07,4.26,0.00
5949,39.16,5.00,64.07,107.65,0.00,3.99,30.58,27.45,11.72,37.53,11.86,1.00,23.46,6.19,0.00,60.80,6.55,12.47,0.00,20.27
5950,8.13,0.00,49.69,203.98,0.00,0.00,39.16,7.12,152.38,152.28,17.31,0.00,28.97,1.35,5.42,43.89,2.96,8.78,0.00,3.65
5951,13.01,205.00,90.35,57.72,0.00,0.00,33.22,4.28,70.71,12.35,79.45,0.00,7.00,6.70,5.93,2.59,0.00,22.41,37.26,1.95
5956,16.56,10.00,121.74,79.48,0.00,0.00,24.81,8.64,109.99,128.27,32.30,0.00,42.35,34.75,1.95,16.62,0.00,25.35,0.00,3.27
5965,22.22,0.00,47.66,36.46,0.00,0.00,2.97,27.44,72.28,122.05,43.06,0.00,55.67,0.00,9.66,7.13,11.54,2.88,2.03,0.89
5984,11.22,80.00,23.35,41.24,0.00,0.00,181.28,36.81,29.65,117.73,44.02,4.00,65.67,1.40,0.67,2.49,0.00,1.22,155.66,0.00
5985,30.76,0.00,76.73,256.41,0.00,0.00,6.45,26.04,116.27,176.22,34.55,0.00,32.99,4.68,0.00,37.76,0.00,11.48,3.84,0.00
5986,20.84,0.00,217.90,403.86,0.00,0.00,21.59,54.20,89.57,285.44,17.69,13.00,110.68,7.91,0.00,34.22,0.00,28.47,211.71,8.03
5989,10.13,0.00,14.15,12.71,0.00,0.00,0.00,3.68,47.40,31.03,5.52,4.00,12.03,3.02,0.00,5.98,0.84,0.00,22.86,0.00
5994,24.79,5.00,195.43,165.96,0.00,0.00,25.56,75.73,178.89,149.06,28.67,0.00,23.28,13.90,0.00,51.98,5.42,7.29,0.00,1.98
5995,15.30,20.00,53.87,103.57,0.00,0.00,85.06,31.20,94.54,40.13,1.31,6.00,65.06,5.99,0.00,15.56,20.80,5.44,33.98,17.64
6000,2.48,0.00,22.11,28.80,0.00,0.00,0.00,12.00,6.73,26.24,19.66,0.00,2.38,4.09,2.55,6.04,1.85,8.56,7.72,0.00
6001,13.18,0.00,18.98,57.08,0.00,0.00,223.71,1.39,93.25,57.77,11.96,0.00,31.49,11.26,8.52,25.39,25.55,12.26,474.71,0.89
6002,16.37,158.00,30.00,67.66,0.00,0.00,108.28,11.48,27.95,24.19,6.54,22.00,3.74,10.90,1.10,1.58,1.69,7.44,13.92,0.00
6012,15.78,5.00,78.08,58.98,0.00,0.00,3.40,0.00,33.20,49.50,65.62,2.00,10.61,5.15,0.00,14.22,1.13,1.72,2.40,1.80
6021,2.34,0.00,7.07,13.24,0.00,0.00,272.47,2.59,87.28,8.59,27.32,10.00,2.09,7.19,0.59,1.79,0.00,9.75,68.99,0.00
6022,5.28,0.00,5.14,0.00,0.74,2.60,30.65,0.00,9.79,10.21,8.45,0.00,0.00,0.00,1.92,0.00,2.55,0.00,0.00,0.00
6024,3.73,0.00,10.56,25.38,0.00,0.00,26.91,0.85,5.77,133.77,9.31,0.00,17.48,10.77,0.00,18.12,41.73,0.43,18.59,2.45
6028,24.86,155.50,47.50,73.87,0.00,0.00,0.00,2.26,23.51,17.46,8.09,0.00,17.94,0.85,0.00,17.40,0.00,21.27,1.35,0.00
6032,54.37,0.00,135.74,152.25,0.00,0.00,157.25,34.18,196.17,269.21,61.35,0.00,70.39,0.00,0.00,42.83,2.53,47.16,5.76,3.45
6040,13.65,0.00,66.59,132.35,0.00,0.00,58.57,9.08,95.84,24.86,30.78,0.00,11.28,3.10,0.00,0.59,6.80,3.74,0.00,0.69
6042,10.50,0.00,66.43,99.57,0.00,0.00,61.72,13.64,37.70,56.44,1.67,0.00,19.56,4.05,0.00,7.01,0.84,0.00,651.99,0.00
6043,3.74,0.00,26.17,10.79,0.00,0.00,27.20,3.54,23.83,6.40,0.00,0.00,0.00,4.29,0.00,6.64,5.90,1.35,2.11,0.79
6056,36.49,0.00,58.34,124.84,0.00,0.00,4.83,45.19,167.23,211.15,47.42,3.50,86.00,0.00,0.00,70.88,7.38,6.17,31.48,6.65
6059,14.46,0.00,134.64,207.77,0.00,0.00,16.68,87.46,0.00,297.62,0.00,0.00,12.00,5.60,0.00,0.00,0.00,630.55,0.00,0.00
6063,14.93,20.00,82.41,104.91,0.00,0.00,69.42,4.42,66.35,56.91,31.52,41.00,17.22,17.78,0.00,1.83,5.09,14.04,0.00,0.56
6067,7.82,75.00,35.89,20.68,0.00,0.00,61.68,4.27,15.45,10.82,4.91,0.00,8.87,8.15,0.00,13.27,1.52,11.12,20.20,1.58
6069,10.85,25.00,17.56,13.56,0.00,0.00,31.36,9.12,8.55,11.01,18.71,53.00,10.38,16.31,0.00,5.67,1.95,2.30,8.54,0.00
6070,26.49,20.00,66.88,87.90,0.00,0.00,51.01,0.00,78.58,79.12,80.99,24.50,45.59,33.65,0.00,60.29,2.55,2.49,4.96,5.69
6072,11.17,15.00,15.44,37.20,0.00,0.00,0.00,1.39,7.94,21.08,8.71,0.00,0.00,26.04,0.00,0.00,4.05,0.42,45.73,0.00
6073,5.64,20.00,5.87,54.78,0.00,0.00,60.05,18.85,80.18,37.47,194.63,1.00,9.00,0.55,0.00,0.00,0.84,0.50,0.84,1.99
6074,7.40,0.00,61.77,10.10,0.00,0.00,8.52,2.97,0.00,14.87,5.83,72.00,2.38,0.00,0.00,3.28,0.00,0.00,102.84,0.00
6079,10.89,201.00,63.41,167.72,0.00,0.00,10.18,7.67,50.86,48.04,38.12,0.00,26.41,10.40,0.00,18.84,0.00,27.52,262.95,0.00
6080,12.91,55.00,70.00,74.54,0.00,0.00,466.56,10.06,95.72,21.83,39.45,0.00,11.55,7.17,0.00,38.28,0.00,12.33,47.58,2.44
6081,12.01,10.00,31.17,201.22,0.00,0.00,161.37,34.08,119.18,57.82,33.36,0.00,60.67,8.97,3.40,24.29,0.00,14.98,91.51,5.57
6083,11.09,120.00,172.38,81.17,0.00,0.00,0.00,41.88,5.90,123.33,78.69,0.00,4.18,21.95,3.65,25.24,0.00,38.05,3.57,0.00
6086,20.10,20.00,120.43,44.54,0.00,0.00,159.73,4.50,23.80,41.64,78.39,0.00,15.04,25.71,7.80,0.92,5.77,11.25,373.79,0.00
6089,48.01,135.00,17.38,69.73,0.00,0.00,9.52,0.99,95.95,36.56,422.87,0.00,0.00,1.27,0.00,10.46,0.00,5.88,48.36,3.56
6097,104.73,0.00,648.99,639.07,0.00,0.00,0.00,209.50,187.54,726.80,406.88,0.00,356.05,12.18,1.61,333.71,0.00,352.19,0.00,1.19
6114,25.53,70.00,31.23,72.76,0.00,0.00,0.00,5.04,34.90,16.81,0.00,20.00,1.49,33.43,0.00,0.00,0.00,0.00,59.11,11.37
6115,7.28,10.00,210.69,49.05,0.00,0.00,3.38,8.76,33.73,45.42,20.81,3.00,6.05,8.39,0.00,4.45,0.00,3.95,176.92,0.89
6117,8.95,0.00,110.96,122.86,0.00,0.00,80.53,41.23,31.45,41.31,17.58,46.00,12.92,2.50,3.40,18.85,12.05,32.47,0.00,0.00
6120,26.52,0.00,75.44,162.74,0.00,0.00,21.12,13.35,24.38,42.11,64.47,0.00,9.49,2.45,0.00,18.49,0.00,63.58,292.63,0.30
6124,23.45,0.00,653.36,202.11,0.00,0.00,121.70,12.21,126.59,120.12,17.71,0.00,6.24,9.80,1.06,90.51,14.64,40.49,58.43,2.18
6126,18.15,0.00,275.64,86.90,0.00,0.00,2.54,5.10,119.96,144.60,25.60,0.00,28.47,1.51,0.00,28.58,0.84,4.43,26.42,4.05
6144,3.69,0.00,10.44,51.21,0.00,0.00,114.60,0.85,0.00,4.14,0.00,3.00,4.48,8.57,3.40,9.36,1.27,4.66,0.00,0.00
6153,23.09,60.00,276.86,168.81,0.00,0.00,17.85,22.14,27.19,106.08,208.44,0.00,0.00,5.15,3.40,0.00,15.90,10.94,8.77,0.00
6159,10.76,0.00,15.57,76.61,0.00,0.00,123.86,21.53,22.84,15.21,14.05,0.00,0.00,1.10,0.00,2.18,9.98,4.84,20.06,0.00
6160,10.21,20.00,73.44,79.40,0.00,0.00,9.86,27.19,20.93,1.50,34.38,0.00,1.29,0.35,0.00,21.27,0.00,26.88,74.30,3.20
6162,5.84,0.00,18.36,50.02,0.00,0.00,71.36,11.45,112.22,80.39,89.62,0.00,111.77,1.15,0.00,11.53,0.00,6.78,21.71,0.00
6170,19.60,0.00,11.03,26.33,0.00,0.00,159.27,11.61,78.19,22.93,10.68,0.00,21.51,5.98,0.00,16.88,2.19,8.11,0.00,2.98
6177,29.89,0.00,156.84,111.66,0.00,0.00,11.22,9.98,48.44,13.82,20.95,39.00,34.62,18.50,0.00,33.83,5.10,0.50,381.97,50.30
6180,14.66,0.00,45.94,57.54,0.00,0.00,246.13,14.66,37.83,14.59,4.04,0.00,21.05,3.12,0.00,0.00,0.00,3.87,93.86,5.84
6189,156.06,10.00,237.38,98.48,0.00,0.00,0.00,214.76,25.28,145.75,88.90,14.00,35.09,35.26,0.00,30.94,14.64,44.01,350.27,0.89
6197,25.24,0.00,152.45,144.45,0.00,0.00,74.87,28.76,55.88,141.79,46.90,13.00,23.18,6.80,0.00,33.79,0.00,12.10,62.30,0.59
6220,13.14,0.00,9.46,33.22,0.00,0.00,15.13,3.98,65.29,22.59,14.43,0.00,13.03,24.60,0.00,1.29,0.00,4.88,848.95,8.49
6229,22.89,0.00,141.35,155.73,0.00,0.00,32.45,22.04,58.82,99.76,28.21,0.00,50.85,5.03,8.50,30.17,81.12,14.82,13.72,19.62
6235,4.45,0.00,16.09,52.49,0.00,0.00,34.45,24.97,58.01,25.49,26.44,0.00,6.43,1.65,0.00,6.62,8.50,1.33,1.97,0.45
6237,6.23,0.00,46.52,33.21,0.00,0.00,12.76,10.61,10.84,10.15,2.37,0.00,10.00,1.98,0.00,16.62,0.00,3.85,36.88,0.00
6239,27.00,5.00,129.52,36.28,0.00,0.00,42.95,54.45,14.23,40.36,20.27,0.00,19.16,3.10,0.00,11.93,15.00,35.06,34.72,3.76
6240,8.30,0.00,69.26,54.84,0.00,0.00,13.73,8.98,61.28,47.60,25.62,0.00,16.48,1.82,0.00,0.99,0.00,2.30,6.34,10.52
6245,8.71,0.00,55.70,24.76,0.00,0.00,94.82,7.00,46.52,24.72,8.09,0.00,19.12,1.47,0.00,6.93,0.00,3.01,50.49,0.00
6246,20.09,200.00,73.22,151.35,0.00,0.00,60.47,19.83,110.57,57.47,6.70,72.00,55.79,12.20,0.00,15.09,0.00,13.16,0.00,0.00
6248,48.76,486.00,326.64,342.12,0.00,0.00,13.47,129.62,24.08,227.98,75.83,0.00,67.88,41.88,13.31,68.53,59.64,24.55,334.61,6.98
6250,10.21,30.00,38.29,46.52,0.00,0.00,114.95,14.44,16.84,6.44,3.13,0.00,8.38,1.40,0.00,9.14,0.00,20.28,196.70,0.00
6251,13.59,0.00,21.89,86.05,0.00,0.00,0.00,8.80,112.75,113.51,27.03,0.00,76.05,9.25,4.26,10.84,0.00,5.35,0.00,0.98
6252,74.53,0.00,58.41,813.33,0.00,0.00,8.08,1.55,239.31,166.61,29.66,0.00,4.78,4.35,0.59,4.38,3.52,27.97,17.22,5.59
6254,15.08,141.00,51.17,162.47,0.00,0.00,0.81,3.64,76.34,12.67,7.94,81.00,6.93,0.00,0.00,17.85,0.00,10.00,7.60,26.77
6258,6.43,0.00,25.25,40.01,0.00,0.00,36.30,11.08,60.62,26.54,9.83,5.50,22.76,3.20,0.00,24.12,0.00,13.07,1.94,1.09
6267,2.40,0.00,20.34,29.79,0.00,0.00,8.80,2.64,32.55,12.88,39.84,0.00,14.05,11.68,10.18,10.77,10.91,3.25,323.44,0.99
6270,48.22,2.00,154.96,120.38,0.00,0.00,5.06,43.20,107.84,99.24,49.12,10.00,2.29,24.25,0.00,8.28,0.00,9.87,302.83,0.00
6292,20.44,0.00,10.53,65.13,0.00,0.00,0.00,23.09,50.82,51.31,2.38,4.00,14.86,0.42,0.00,26.50,0.00,2.64,64.30,23.34
6294,11.05,0.00,119.17,46.80,0.00,0.00,0.00,16.75,97.67,21.43,10.07,0.00,85.42,21.89,1.18,34.33,1.99,64.38,0.50,12.09
6299,5.85,10.00,86.35,171.03,0.00,0.00,4.67,33.05,152.42,262.16,70.85,0.00,43.09,2.78,1.52,17.05,5.16,123.32,3.84,0.00
6305,0.00,0.00,15.49,3.99,0.00,0.00,67.90,14.32,11.62,17.02,4.59,19.00,28.81,2.40,0.00,11.47,0.00,7.79,540.20,0.00
6314,70.13,0.00,206.32,244.04,0.00,0.00,357.42,66.60,211.82,280.00,120.04,65.00,236.51,99.22,30.57,64.36,1.27,58.31,428.67,18.87
6327,8.13,5.00,24.38,46.83,0.00,23.54,5.60,13.77,22.01,70.49,49.54,0.00,0.00,5.19,0.67,1.19,7.34,5.96,191.64,1.49
6330,16.02,34.00,88.27,77.53,0.00,0.00,12.38,4.35,58.25,59.19,21.68,0.00,3.15,19.20,0.00,8.75,0.00,41.38,0.00,0.00
6333,2.20,0.00,57.05,173.95,0.00,0.00,2.34,22.67,142.81,167.81,1.01,0.00,83.44,19.80,0.00,61.19,0.00,0.00,108.76,14.36
6335,7.15,112.00,19.85,10.72,0.00,0.00,18.53,23.32,13.01,64.22,44.11,59.00,16.12,0.48,0.00,15.47,2.89,2.67,63.64,0.00
6340,75.63,0.00,903.23,604.14,0.00,0.00,79.46,202.67,264.95,281.48,313.66,3.00,255.41,77.90,67.76,57.74,157.56,97.67,81.24,91.34
6344,23.39,0.00,66.23,115.21,0.00,0.00,27.46,7.12,150.40,105.91,40.78,0.00,8.94,1.70,4.23,12.53,0.94,2.15,0.20,17.06
6348,86.89,0.00,84.47,213.31,0.00,0.00,27.26,45.37,92.95,151.10,78.50,3.00,46.82,0.42,0.89,41.69,69.98,232.66,7.31,1.89
6350,2.62,100.00,37.97,20.36,0.00,0.00,147.55,29.28,5.27,7.80,8.36,0.00,1.59,11.63,8.48,2.39,7.21,7.43,25.37,0.00
6355,75.42,150.00,187.24,94.27,0.00,0.00,11.90,6.84,42.73,18.18,9.45,48.00,64.94,11.74,7.40,24.98,0.00,40.67,4.18,7.55
6358,4.04,0.00,24.24,57.33,0.00,0.00,37.65,15.15,40.06,19.20,27.33,5.00,14.46,3.90,0.00,13.77,1.69,3.01,79.10,5.34
6365,55.13,0.00,86.51,113.35,0.00,0.00,15.24,85.11,109.27,79.30,86.07,0.00,79.44,12.18,5.09,2.97,12.93,48.37,2.18,3.76
6370,103.39,0.00,136.94,485.24,0.00,0.00,18.72,18.51,1076.04,382.03,49.06,17.00,13.38,33.86,6.12,28.64,7.57,73.71,86.41,14.53
6394,30.10,0.00,40.52,94.32,0.00,0.00,38.94,0.21,100.69,46.23,7.89,0.00,16.00,1.20,0.00,12.84,0.00,20.33,73.16,0.00
6395,17.15,0.00,11.73,36.85,0.00,0.00,178.39,0.00,0.00,21.84,2.29,0.00,4.46,0.00,0.00,4.37,0.00,0.44,0.00,2.57
6396,8.57,20.00,24.42,12.66,0.00,0.00,43.96,12.63,18.77,38.74,6.34,0.00,7.12,3.10,0.00,5.08,0.00,8.28,8.16,0.00
6409,1.08,0.00,7.69,11.84,0.00,0.00,92.37,0.00,0.17,3.57,3.78,0.00,0.00,1.95,4.06,0.00,0.00,10.44,9.70,0.00
6414,14.16,15.00,21.00,78.79,0.00,0.00,192.02,15.10,34.55,33.17,62.45,8.00,17.08,3.94,7.39,5.57,4.93,5.07,55.38,6.65
6415,23.42,0.00,101.51,176.61,0.00,0.00,25.00,32.06,86.60,74.54,66.65,32.00,41.71,0.00,5.92,8.90,19.09,6.08,0.00,8.61
6428,30.59,0.00,96.29,116.65,0.00,0.00,3.88,14.52,145.89,89.33,56.75,0.00,37.05,1.58,2.34,0.00,28.06,20.25,0.00,8.95
6432,12.81,0.00,26.04,81.71,0.00,0.00,26.86,7.53,64.78,79.59,107.40,0.00,53.25,0.00,0.00,4.17,0.00,6.64,33.56,0.00
6434,22.39,0.00,112.60,87.07,0.00,0.00,6.37,12.54,113.41,231.88,48.24,0.00,43.82,0.00,8.03,3.26,0.00,5.81,0.00,0.79
6441,0.86,0.00,17.11,27.20,0.00,0.00,97.17,19.24,18.83,26.97,15.27,19.00,12.09,24.68,0.00,0.00,40.90,10.64,114.33,3.08
6453,4.22,104.00,89.31,52.91,0.40,0.00,49.50,2.23,13.13,56.49,12.77,80.00,13.50,48.53,1.10,10.81,4.78,43.20,9.99,0.00
6454,13.82,91.50,70.77,63.32,13.09,0.00,15.13,69.54,90.55,41.60,32.04,7.00,36.68,13.36,2.13,13.62,3.39,15.51,49.37,36.29
6460,16.57,0.00,108.45,19.45,1.25,0.00,3.57,5.63,20.72,64.27,19.90,0.00,0.97,39.20,3.40,81.32,17.04,1.61,0.84,0.00
6461,33.50,30.00,211.50,259.02,2.50,0.00,539.46,2.44,173.72,141.54,39.40,38.00,78.99,29.06,0.00,28.15,51.78,64.21,228.02,0.00
6462,24.51,26.00,107.69,89.26,4.10,0.00,0.00,17.63,99.87,64.27,18.26,0.00,4.48,5.58,0.00,11.87,0.42,14.62,39.81,0.00
6465,17.56,0.00,184.02,317.35,0.55,0.00,16.67,72.28,53.69,140.46,5.06,3.00,6.00,2.97,0.00,58.47,0.00,0.44,394.05,0.00
6468,10.19,7.00,100.93,53.52,0.00,0.00,114.52,1.70,41.63,12.22,14.72,1.00,1.19,32.25,0.00,3.72,0.00,23.84,62.04,0.00
6470,8.76,0.00,23.73,83.59,1.04,12.06,5.94,16.66,96.24,40.12,39.33,0.00,46.48,2.05,0.00,33.90,3.58,3.17,9.59,0.00
6471,8.68,0.00,65.91,160.52,14.49,56.50,5.61,17.00,108.07,103.67,31.89,0.00,47.35,0.00,0.00,18.75,7.22,5.20,0.00,0.00
